Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Special move,Special move 2,DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),UL Evo,UL Rank (min),UL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,BuddyBoosted,Form,ShadowForm,MultiForm?,Height (cm),Catch Date
0,5/29/23 16:58:04,143,Snorlax,-,♂,^_26₇₁⑦⑬⑫♂,26.0,26.0,2280,232,4000,71.1,71.1,71.1,7.0,13.0,12.0,1, - , - , - ,0.0, - , - , - , - , - ,Snorlax,375,375,Default,,,1,0,0,0,618,1,0,?,2023-?-?
0,5/29/23 16:58:08,143,Snorlax Purified,-,♂,^_25₈₄⑫⑬⑬♂,25.0,25.0,2251,229,3600,84.4,84.4,84.4,12.0,13.0,13.0,1, - , - , - ,0.0, - , - , - , - , - ,Snorlax,2149,2149,Default,,,1,0,0,0,618,4,0,?,2021-11-18
0,5/29/23 16:58:11,143,Snorlax,-,♂,%㉑20₉₆⑭♂,20.0,20.0,1829,206,2500,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Snorlax,2776,2776,3 Stars,,,1,0,0,0,618,1,0,?,2021-09-30
0,5/29/23 16:58:14,143,Snorlax,-,♂,^_20₈₉⑭⑫⑭♂,20.0,20.0,1816,205,2500,88.9,88.9,88.9,14.0,12.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Snorlax,1780,1780,Default,,,1,0,0,0,618,1,0,?,2021-02-20
0,5/29/23 16:58:17,143,Snorlax,-,♂,^_20₈₉⑪⑭⓯♂,20.0,20.0,1802,206,2500,88.9,88.9,88.9,11.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Snorlax,1749,1749,Default,,,1,0,0,0,618,1,0,?,2022-08-27
0,5/29/23 16:58:19,143,Snorlax,-,♂,%㉓16₉₈⓯♂,16.0,16.0,1472,183,1900,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - ,0.0, - , - ,Snorlax,2979,2979,Snorlax,2241,2241,3 Stars,,,1,0,0,0,618,1,0,?,2023-?-?
0,5/29/23 16:58:23,143,Snorlax,-,♂,%㉑15₉₃⓯♂,15.0,15.0,1376,176,1900,93.3,93.3,93.3,15.0,15.0,12.0,1, - , - , - ,0.0, - , - ,Snorlax,3321,3321,Snorlax,2607,2607,3 Stars,,,1,0,0,0,618,1,0,?,2021-08-22
0,5/29/23 16:58:26,143,Snorlax,-,♂,^_15₈₉⑭⓯⑪♂,15.0,15.0,1367,176,1900,88.9,88.9,88.9,14.0,15.0,11.0,1, - , - , - ,0.0, - , - ,Snorlax,3557,3557,Snorlax,3317,3317,Default,,,1,0,0,0,618,1,0,?,2023-?-?
0,5/29/23 16:58:29,143,Snorlax,-,♂,^_15₉₁⑫⓯⑭♂,15.0,15.0,1360,177,1900,91.1,91.1,91.1,12.0,15.0,14.0,1, - , - , - ,0.0, - , - ,Snorlax,636,636,Snorlax,1220,1220,Default,,,1,0,0,0,618,1,0,?,2020-09-23
0,5/29/23 16:58:33,143,Snorlax Shadow,-,♂,>$13₇₆⑬♂,13.0,13.0,1168,162,1920,75.6,75.6,75.6,13.0,13.0,8.0,1, - , - , - ,0.0, - , - ,Snorlax,2236,2236,Snorlax,3135,3135,Shadow,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:35,143,Snorlax,-,♂,^_13₅₆④⑥⓯♂,13.0,13.0,1106,166,1600,55.6,55.6,55.6,4.0,6.0,15.0,1, - , - , - ,0.0, - , - ,Snorlax,634,634,Snorlax,1610,1610,Default,,,1,0,0,0,618,7,0,?,2021-08-10
0,5/29/23 16:58:36,143,Snorlax,-,♀,¥7₆₂♀,10.0,10.0,857,144,1000,62.2,62.2,62.2,2.0,14.0,12.0,1, - , - , - ,0.0, - , - ,Snorlax,7,7,Snorlax,67,67,Great League,,,1,0,0,0,618,1,0,?,2023-?-?
0,5/29/23 16:58:39,143,Snorlax Shadow,-,♂,>$08₇₆⓯♂,8.0,8.0,710,127,960,75.6,75.6,75.6,15.0,9.0,10.0,1, - , - , - ,0.0, - , - ,Snorlax,2803,2803,Snorlax,3404,3404,Shadow,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:41,143,Snorlax Shadow,-,♂,>$08₆₇⑭♂,8.0,8.0,703,126,960,66.7,66.7,66.7,14.0,9.0,7.0,1, - , - , - ,0.0, - , - ,Snorlax,3680,3680,Snorlax,2390,2390,Shadow,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:42,143,Snorlax Shadow,-,♂,>$08₅₈⑪♂,8.0,8.0,689,127,960,57.8,57.8,57.8,11.0,6.0,9.0,1, - , - , - ,0.0, - , - ,Snorlax,2466,2466,Snorlax,2530,2530,Shadow,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:44,143,Snorlax Shadow,-,♂,>$08₅₃⑪♂,8.0,8.0,681,128,960,53.3,53.3,53.3,11.0,0.0,13.0,1, - , - , - ,0.0, - , - ,Snorlax,3826,3826,Snorlax,3920,3920,Shadow,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:45,143,Snorlax Shadow,-,♂,¥143₅₃♂,8.0,8.0,669,127,960,53.3,53.3,53.3,1.0,14.0,9.0,1, - , - , - ,0.0, - , - ,Snorlax,143,143,Snorlax,883,883,Great League,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:47,143,Snorlax Shadow,-,♂,>$08₃₃①♂,8.0,8.0,652,127,960,33.3,33.3,33.3,1.0,4.0,10.0,1, - , - , - ,0.0, - , - ,Snorlax,582,582,Snorlax,266,266,Shadow,,,1,0,0,0,618,2,0,?,2023-?-?
0,5/29/23 16:58:48,143,Snorlax,-,♂,^_01₈₉⑭⑫⑭♂,1.0,1.0,44,32,100,88.9,88.9,88.9,14.0,12.0,14.0,1, - , - , - ,0.0,2340,2340,Snorlax,1039,1039,Snorlax,1780,1780,Default,,,1,1,1,0,618,1,0,?,2021-?-?
0,5/29/23 16:58:51,143,Snorlax,-,♂,^_29₈₄⑩⑬⓯♂,29.0,29.0,2593,248,5000,84.4,84.4,84.4,10.0,13.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,618,1,0,?,2022-07-24
0,5/29/23 16:58:53,143,Snorlax,-,♀,^_26₃₁⑩②②♀,26.0,26.0,2211,226,4000,31.1,31.1,31.1,10.0,2.0,2.0,1, - , - , - ,0.0, - , - , - , - , - ,Snorlax,3935,3935,Default,,,1,0,0,0,618,1,0,?,2022-07-24
0,5/29/23 16:58:56,143,Snorlax,-,♂,^_17₅₈⑩②⑭♂,17.0,17.0,1471,189,2200,57.8,57.8,57.8,10.0,2.0,14.0,1, - , - , - ,0.0, - , - ,Snorlax,3294,3294,Snorlax,3412,3412,Default,,,1,0,0,0,618,1,0,?,2022-07-24
0,5/29/23 16:59:02,143,Snorlax,-,♂,^_15₇₆⑬⑪⑩♂,15.0,15.0,1344,175,1900,75.6,75.6,75.6,13.0,11.0,10.0,1,Lick,Superpower, - ,14.7, - , - ,Snorlax,2681,2681,Snorlax,3327,3327,Default,,,1,0,0,0,618,1,0,173,2022-08-17
0,5/29/23 16:59:08,143,Snorlax,-,♂,^_15₇₆⑩⑩⑭♂,15.0,15.0,1328,177,1900,75.6,75.6,75.6,10.0,10.0,14.0,1,Zen Headbutt,Body Slam, - ,15.0, - , - ,Snorlax,3298,3298,Snorlax,1825,1825,Default,,,1,0,0,0,618,1,0,208,2022-07-25
0,5/29/23 16:59:24,143,Snorlax,-,♂,^_02'₁₈①⑦⓪♂,2.5,2.5,170,63,200,17.8,17.8,17.8,1.0,7.0,0.0,1, - , - , - ,0.0,2291,2291,Snorlax,1129,1129,Snorlax,958,958,Default,,,1,0,0,0,618,7,0,?,2022-07-24
0,5/29/23 16:59:33,143,Snorlax,-,♂,^_15₁₈①⑦⓪♂,15.0,15.0,1232,170,1900,17.8,17.8,17.8,1.0,7.0,0.0,1,Zen Headbutt,Skull Bash, - ,14.5, - , - ,Snorlax,1129,1129,Snorlax,958,958,Default,,,1,0,0,0,618,1,0,196,2022-07-24
0,5/29/23 16:59:37,144,Articuno,-,,^_29₉₁⑭⑭⑬⚥,29.0,29.0,2500,158,5000,91.1,91.1,91.1,14.0,14.0,13.0,1, - , - , - ,0.0, - , - , - , - , - ,Articuno,1587,1587,Default,,,1,0,0,0,1095,1,0,?,2021-02-20
0,5/29/23 16:59:40,144,Articuno,-,,^_20₉₁⓯⑫⑭⚥,20.0,20.0,1729,132,2500,91.1,91.1,91.1,15.0,12.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Articuno,3676,3676,Default,,,1,0,0,0,1095,1,0,?,2020-09-20
0,5/29/23 16:59:43,144,Articuno,-,,^_20₈₂⑫⑬⑫⚥,20.0,20.0,1700,130,2500,82.2,82.2,82.2,12.0,13.0,12.0,1, - , - , - ,0.0, - , - , - , - , - ,Articuno,3269,3269,Default,,,1,0,0,0,1095,1,0,?,2023-?-?
0,5/29/23 16:59:46,144,Articuno,-,,^_20₈₂⑪⑫⑭⚥,20.0,20.0,1696,132,2500,82.2,82.2,82.2,11.0,12.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Articuno,3442,3442,Default,,,1,0,0,0,1095,1,0,?,2020-09-23
0,5/29/23 16:59:48,144,Articuno Shadow,-,,>$15₈₄⑪⚥,15.0,15.0,1274,114,2280,84.4,84.4,84.4,11.0,13.0,14.0,1, - , - , - ,0.0, - , - ,Articuno,1163,1163,Articuno,3165,3165,Shadow,,,1,0,0,0,1095,2,0,?,2020-07-26
0,5/29/23 16:59:50,145,Zapdos,-,,^_25₈₇⑭⑬⑫*⚥,25.0,25.0,2480,146,4000,86.7,86.7,86.7,14.0,13.0,12.0,1,Thunder Shock,Thunder, - ,25.7, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,1157,1,0,168,2020-09-30
0,5/29/23 16:59:59,145,Zapdos,-,,^_20₈₄⑬⑬⑫⚥,20.0,20.0,1976,130,2500,84.4,84.4,84.4,13.0,13.0,12.0,1,Charge Beam,Drill Peck, - ,25.9, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,1157,1,0,127,2022-07-13
0,5/29/23 17:00:07,145,Zapdos,-,,^_20₈₄⑬⑪⑭⚥,20.0,20.0,1975,132,2500,84.4,84.4,84.4,13.0,11.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,1157,1,0,?,2021-02-20
0,5/29/23 17:00:11,145,Zapdos,-,,^_20₇₆⑩⑬⑪⚥,20.0,20.0,1950,130,2500,75.6,75.6,75.6,10.0,13.0,11.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,1157,1,0,?,?
0,5/29/23 17:00:14,145,Zapdos,-,,^_20₇₃⑪⑩⑫⚥,20.0,20.0,1947,130,2500,73.3,73.3,73.3,11.0,10.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,1157,1,0,?,2017-08-10
0,5/29/23 17:00:16,145,Zapdos Shadow,-,,>$15₈₄⑬⚥,15.0,15.0,1482,113,2280,84.4,84.4,84.4,13.0,13.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Shadow,,,1,0,0,0,1157,2,0,?,2020-07-26
0,5/29/23 17:00:22,146,Moltres,-,,^_25₈₇⓯⑩⑭⚥,25.0,25.0,2438,147,4000,86.7,86.7,86.7,15.0,10.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Moltres,1567,1567,Default,,,1,0,0,0,1160,1,0,?,2020-10-07
0,5/29/23 17:00:25,146,Moltres,-,,^_25₈₇⑫⑬⑭⚥,25.0,25.0,2429,147,4000,86.7,86.7,86.7,12.0,13.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Moltres,1149,1149,Default,,,1,0,0,0,1160,1,0,?,2021-02-20
0,5/29/23 17:00:45,146,Moltres Shadow,-,,>$15₈₀⑭⚥,15.0,15.0,1451,112,2280,80.0,80.0,80.0,14.0,11.0,11.0,1, - , - , - ,0.0, - , - ,Moltres,796,796,Moltres,2810,2810,Shadow,,,1,0,0,0,1160,2,0,?,2020-07-26
0,5/29/23 17:00:46,147,Dratini,-,♀,^_30₉₁⑭⑬⑭♀,30.0,30.0,843,98,5000,91.1,91.1,91.1,14.0,13.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:00:49,147,Dratini,-,♀,^_28₇₈⑭⑪⑩♀,28.0,28.0,768,92,4500,77.8,77.8,77.8,14.0,11.0,10.0,1, - , - , - ,0.0, - , - ,Dragonair,2339,2339, - , - , - ,Default,,,1,0,0,0,621,1,0,?,2021-02-20
0,5/29/23 17:00:52,147,Dratini,-,♀,¥52e₆₀♀,27.0,27.0,682,93,4500,60.0,60.0,60.0,1.0,13.0,13.0,1, - , - , - ,0.0, - , - ,Dragonair,52,52, - , - , - ,Great League,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:00:55,147,Dratini Purified,-,♀,^_25₂₄②⑥③♀,25.0,25.0,592,82,3600,24.4,24.4,24.4,2.0,6.0,3.0,1, - , - , - ,0.0, - , - ,Dragonair,1392,1392,Dragonite,2837,2837,Default,,,1,0,0,0,621,4,0,?,2022-03-22
0,5/29/23 17:00:58,147,Dratini,-,♀,%㉓09₉₃⓯♀,9.0,9.0,253,54,1000,93.3,93.3,93.3,15.0,12.0,15.0,1, - , - , - ,0.0,1746,1746,Dragonair,2717,2717,Dragonite,2058,2058,3 Stars,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:01:01,147,Dratini Shadow,-,♂,¢164e₆₉♂,8.0,8.0,207,50,960,68.9,68.9,68.9,7.0,10.0,14.0,1, - , - , - ,0.0,502,502,Dragonair,502,502,Dragonite,499,499,Little League,,,1,0,0,0,621,2,0,?,2022-07-21
0,5/29/23 17:01:02,147,Dratini Shadow,-,♀,>$08₃₈④♀,8.0,8.0,191,50,960,37.8,37.8,37.8,4.0,0.0,13.0,1, - , - , - ,0.0,1102,1102,Dragonair,1276,1276,Dragonite,453,453,Shadow,,,1,0,0,0,621,2,0,?,2023-?-?
0,5/29/23 17:01:04,147,Dratini,-,♂,¥67e₆₀♂,7.0,7.0,172,46,800,60.0,60.0,60.0,1.0,14.0,12.0,1, - , - , - ,0.0,147,147,Dragonair,67,67,Dragonite,6,6,Great League,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:01:07,147,Dratini,-,♂,¥1345e₃₈♂,5.0,5.0,116,35,600,37.8,37.8,37.8,4.0,11.0,2.0,1, - , - , - ,0.0,1886,1886,Dragonair,1345,1345,Dragonite,3075,3075,Great League,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:01:09,147,Dratini,-,♀,¥48e₅₃♀,3.0,3.0,64,28,400,53.3,53.3,53.3,0.0,14.0,10.0,1, - , - , - ,0.0,17,17,Dragonair,48,48,Dragonite,208,208,Great League,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:01:12,147,Dratini,-,♂,¢639₇₆♂,2.0,2.0,41,22,200,75.6,75.6,75.6,5.0,14.0,15.0,1, - , - , - ,0.0,639,639,Dragonair,220,220,Dragonite,1231,1231,Little League,,,1,0,0,0,621,1,0,?,2023-?-?
0,5/29/23 17:01:14,148,Dragonair,-,♀,^_29₇₃⑬⑪⑨♀,29.0,29.0,1413,118,5000,73.3,73.3,73.3,13.0,11.0,9.0,1, - , - , - ,0.0, - , - ,Dragonair,2141,2141, - , - , - ,Default,,,1,0,0,0,624,1,0,?,2021-05-11
0,5/29/23 17:01:17,148,Dragonair Purified,-,♂,^_25₇₈⑨⑪⓯♂,25.0,25.0,1212,114,3600,77.8,77.8,77.8,9.0,11.0,15.0,1, - , - , - ,0.0, - , - ,Dragonair,1386,1386, - , - , - ,Default,,,1,0,0,0,624,4,0,?,2023-?-?
0,5/29/23 17:01:20,148,Dragonair,-,♂,%⑳20₉₃⓯♂,20.0,20.0,1008,100,2500,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - ,0.0, - , - ,Dragonair,2931,2931,Dragonite,1807,1807,3 Stars,,,1,0,0,0,624,1,0,?,2020-11-12
0,5/29/23 17:01:22,148,Dragonair,-,♀,¥9₅₈♀,17.0,17.0,782,91,2200,57.8,57.8,57.8,0.0,15.0,11.0,1, - , - , - ,0.0, - , - ,Dragonair,9,9,Dragonite,21,21,Great League,,,1,0,0,0,624,1,0,?,2021-05-11
0,5/29/23 17:01:25,148,Dragonair,-,♀,%⑳15₉₃⑭♀,15.0,15.0,754,87,1900,93.3,93.3,93.3,14.0,15.0,13.0,1, - , - , - ,0.0, - , - ,Dragonair,2844,2844,Dragonite,1690,1690,3 Stars,,,1,0,0,0,624,1,0,?,2020-11-12
0,5/29/23 17:01:28,148,Dragonair,-,♀,^_15₄₄⑥④⑩♀,15.0,15.0,687,85,1900,44.4,44.4,44.4,6.0,4.0,10.0,1, - , - , - ,0.0, - , - ,Dragonair,1680,1680,Dragonite,2235,2235,Default,,,1,0,0,0,624,1,0,?,2021-02-20
0,5/29/23 17:01:31,148,Dragonair,-,♀,¢177₆₇♀,9.0,9.0,425,67,1000,66.7,66.7,66.7,8.0,9.0,13.0,1, - , - , - ,0.0,177,177,Dragonair,1049,1049,Dragonite,565,565,Little League,,,1,0,0,0,624,1,0,?,2021-12-12
0,5/29/23 17:01:33,148,Dragonair Shadow,-,♀,>$08₇₆⑥♀,8.0,8.0,378,63,960,75.6,75.6,75.6,6.0,14.0,14.0,1, - , - , - ,0.0,2472,2472,Dragonair,283,283,Dragonite,1541,1541,Shadow,,,1,0,0,0,624,2,0,?,2021-02-12
0,5/29/23 17:01:35,148,Dragonair,-,♂,¥111₆₉♂,7.0,7.0,321,59,800,68.9,68.9,68.9,2.0,15.0,14.0,1, - , - , - ,0.0,92,92,Dragonair,111,111,Dragonite,263,263,Great League,,,1,0,0,0,624,1,0,?,?
0,5/29/23 17:01:37,149,Dragonite,-,♂,•46•⑳♂,46.0,46.0,4086,183,13000,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Hundo,,,1,0,0,0,627,1,0,?,2020-10-08
0,5/29/23 17:01:51,149,Dragonite,-,♂,^_33₇₃⓯⑥⑫♂,33.0,33.0,3318,165,7000,73.3,73.3,73.3,15.0,6.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,627,1,0,?,2022-06-17
0,5/29/23 17:01:53,149,Dragonite Purified,-,♂,^_25₄₇⑭④③♂,25.0,25.0,2557,141,3600,46.7,46.7,46.7,14.0,4.0,3.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,627,4,0,?,2023-?-?
0,5/29/23 17:01:57,149,Dragonite,-,♀,£19₅₈♀,22.0,22.0,2237,140,3000,57.8,57.8,57.8,1.0,10.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Dragonite,19,19,Ultra League,,,1,0,0,0,627,1,0,?,2020-08-01
0,5/29/23 17:01:59,149,Dragonite Shadow,-,♀,^_13₇₃⑭⑭⑤♀,13.0,13.0,1368,103,1920,73.3,73.3,73.3,14.0,14.0,5.0,1, - , - , - ,0.0, - , - , - , - , - ,Dragonite,2893,2893,Default,,,1,0,0,0,627,2,0,?,2023-?-?
0,5/29/23 17:02:01,149,Dragonite,-,♂,£5₆₀♂,11.0,11.0,1119,99,1300,60.0,60.0,60.0,0.0,12.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Dragonite,5,5,Ultra League,,,1,0,0,0,627,1,0,?,2021-05-11
0,5/29/23 17:02:10,149,Dragonite Shadow,-,♂,^_08₆₂⑨⑪⑧♂,8.0,8.0,815,81,960,62.2,62.2,62.2,9.0,11.0,8.0,1, - , - , - ,0.0, - , - , - , - , - ,Dragonite,1159,1159,Default,,,1,0,0,0,627,2,0,?,2020-10-17
0,5/29/23 17:02:12,150,Mewtwo,-,,•44•㉒⚥,44.0,44.0,4392,185,12000,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Hundo,,,1,0,0,0,579,1,0,?,2022-06-17
0,5/29/23 17:02:16,150,Mewtwo,-,,%㉑40₉₆⓯⚥,40.0,40.0,4160,179,10000,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,3 Stars,,,1,0,0,0,579,1,0,?,2021-07-21
0,5/29/23 17:02:20,150,Mewtwo,-,,%㉒25₉₆⑭⚥,25.0,25.0,2968,152,4000,95.6,95.6,95.6,14.0,15.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,3 Stars,,,1,0,0,0,579,1,0,?,2022-06-16
0,5/29/23 17:02:24,150,Mewtwo,-,,%㉑25₉₃⑭⚥,25.0,25.0,2961,152,4000,93.3,93.3,93.3,14.0,14.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,3 Stars,,,1,0,0,0,579,1,0,?,2021-07-21
0,5/29/23 17:02:26,150,Mewtwo,-,,%㉒20₉₆⓯⚥,20.0,20.0,2377,135,2500,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - ,0.0, - , - , - , - , - ,Mewtwo,694,694,3 Stars,,,1,0,0,0,579,1,0,?,2022-06-16
0,5/29/23 17:02:29,150,Mewtwo,-,,%㉑20₉₆⓯⚥,20.0,20.0,2375,136,2500,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Mewtwo,438,438,3 Stars,,,1,0,0,0,579,1,0,?,2021-07-17
0,5/29/23 17:02:32,150,Mewtwo Shadow,-,,>$20₈₄⑬灵冰⚥,20.0,20.0,2344,135,3000,84.4,84.4,84.4,13.0,12.0,13.0,1,Psycho Cut,Ice Beam, - ,31.1, - , - , - , - , - ,Mewtwo,2760,2760,Shadow,,,1,0,0,0,579,2,0,182,2020-07-26
0,5/29/23 17:02:46,150,Mewtwo,-,,^_20₈₄⑪⑬⑭*⚥,20.0,20.0,2340,136,2500,84.4,84.4,84.4,11.0,13.0,14.0,1,Psycho Cut,Shadow Ball, - ,29.0, - , - , - , - , - ,Mewtwo,2156,2156,Default,,,1,0,0,0,579,1,0,185,2022-06-17
0,5/29/23 17:02:52,150,Mewtwo,-,,^_20₇₈⑩⑪⑭⚥,20.0,20.0,2320,136,2500,77.8,77.8,77.8,10.0,11.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Mewtwo,245,245,Default,,,1,0,0,0,579,1,0,?,2023-?-?
0,5/29/23 17:02:56,150,Mewtwo,-,,^_20₇₁⑩⑪⑪⚥,20.0,20.0,2305,134,2500,71.1,71.1,71.1,10.0,11.0,11.0,1, - , - , - ,0.0, - , - , - , - , - ,Mewtwo,1151,1151,Default,,,1,0,0,0,579,1,0,?,2021-07-16
0,5/29/23 17:02:58,150,Mewtwo,-,,^_15₈₀⑫⑬⑪⚥,15.0,15.0,1749,116,1900,80.0,80.0,80.0,12.0,13.0,11.0,1, - , - , - ,0.0, - , - , - , - , - ,Mewtwo,3224,3224,Default,,,1,0,0,0,579,1,0,?,2020-05-05
0,5/29/23 17:03:01,150,Mewtwo Shadow,-,,>$08₇₃⑫⚥,8.0,8.0,914,82,960,73.3,73.3,73.3,12.0,15.0,6.0,1, - , - , - ,0.0, - , - , - , - , - ,Mewtwo,735,735,Shadow,,,1,0,0,0,579,2,0,?,2023-?-?
0,5/29/23 17:03:03,151,Mew,-,,^_16'₈₂⑪⓯⑪⚥,16.5,16.5,1499,128,1900,82.2,82.2,82.2,11.0,15.0,11.0,1, - , - , - ,0.0, - , - ,Mew,271,271,Mew,563,563,Default,,,1,0,0,0,150,1,0,?,2023-?-?
0,5/29/23 17:03:05,151,Mew,-,,%㉓15₉₆⓯⚥,15.0,15.0,1393,124,1900,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - ,0.0, - , - ,Mew,1537,1537,Mew,3096,3096,3 Stars,,,1,0,0,0,150,1,0,?,2023-?-?
0,5/29/23 17:03:07,152,Chikorita Purified,-,♂,^_25₃₆⑨④③♂,25.0,25.0,578,87,3600,35.6,35.6,35.6,9.0,4.0,3.0,1, - , - , - ,0.0, - , - ,Bayleef,3097,3097,Meganium,2292,2292,Default,,,1,0,0,0,1729,4,0,?,2022-10-11
0,5/29/23 17:03:10,152,Chikorita,-,♀,^_20₈₉⑭⑪⓯♀,20.0,20.0,521,85,2500,88.9,88.9,88.9,14.0,11.0,15.0,1, - , - , - ,0.0, - , - ,Bayleef,911,911,Meganium,1173,1173,Default,,,1,0,0,0,1729,1,0,?,2023-?-?
0,5/29/23 17:03:13,152,Chikorita,-,♂,%㉒15₉₆⑭♂,15.0,15.0,395,73,1900,95.6,95.6,95.6,14.0,15.0,14.0,1, - , - , - ,0.0,3380,3380,Bayleef,704,704,Meganium,1152,1152,3 Stars,,,1,0,0,0,1729,1,0,?,2022-03-23
0,5/29/23 17:03:16,152,Chikorita Shadow,-,♂,>$13₆₇⑧♂,13.0,13.0,315,67,1920,66.7,66.7,66.7,8.0,10.0,12.0,1, - , - , - ,0.0,1335,1335,Bayleef,257,257,Meganium,529,529,Shadow,,,1,0,0,0,1729,2,0,?,2022-07-22
0,5/29/23 17:03:17,152,Chikorita Shadow,-,♂,£145E₅₈♂,13.0,13.0,302,65,1920,57.8,57.8,57.8,4.0,15.0,7.0,1, - , - , - ,0.0,210,210,Bayleef,393,393,Meganium,145,145,Ultra League,,,1,0,0,0,1729,2,0,?,2023-?-?
0,5/29/23 17:03:19,152,Chikorita,-,♀,%㉓11₉₈⓯♀,11.0,11.0,293,62,1300,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - ,0.0,2979,2979,Bayleef,1042,1042,Meganium,1212,1212,3 Stars,,,1,0,0,0,1729,1,0,?,2023-?-?
0,5/29/23 17:03:22,152,Chikorita,-,♂,¥10e₆₉♂,11.0,11.0,261,62,1300,68.9,68.9,68.9,4.0,15.0,12.0,1, - , - , - ,0.0,197,197,Bayleef,10,10,Meganium,59,59,Great League,,,1,0,0,0,1729,1,0,?,2023-?-?
0,5/29/23 17:03:25,153,Bayleef,-,♂,%⑰29₉₈⓯♂,29.0,29.0,1201,122,5000,97.8,97.8,97.8,15.0,14.0,15.0,1, - , - , - ,0.0, - , - ,Bayleef,959,959,Meganium,1102,1102,3 Stars,,,1,0,0,0,1732,1,0,?,2017-04-02
0,5/29/23 17:03:28,153,Bayleef,-,♂,¥41₇₁♂,24.0,24.0,920,109,3500,71.1,71.1,71.1,6.0,13.0,13.0,1, - , - , - ,0.0, - , - ,Bayleef,41,41,Meganium,220,220,Great League,,,1,0,0,0,1732,1,0,?,2021-03-03
0,5/29/23 17:03:31,153,Bayleef Shadow,-,♂,>$13₆₉⑪♂,13.0,13.0,509,78,1920,68.9,68.9,68.9,11.0,11.0,9.0,1, - , - , - ,0.0, - , - ,Bayleef,933,933,Meganium,1526,1526,Shadow,,,1,0,0,0,1732,2,0,?,2023-?-?
0,5/29/23 17:03:35,153,Bayleef Shadow,-,♂,>$08₂₉③♂,8.0,8.0,281,58,960,28.9,28.9,28.9,3.0,10.0,0.0,1, - , - , - ,0.0,436,436,Meganium,556,556,Meganium,3654,3654,Shadow,,,1,0,0,0,1732,2,0,?,2022-02-04
